date,payment,vendor,invoice,amount_cents
2026-08-11,3252,VNDFE2AFFF880,65801,13425536
2026-08-11,3252,VNDFE2AFFF880,68447,20486699
2026-08-11,3252,VNDFE2AFFF880,69107,73299
2026-08-11,3253,VNDC70091CD9E,1599,90085
2026-08-11,3253,VNDC70091CD9E,APO 0970-013,15000
2026-08-11,3254,VND37530FC813,142361,33600
2026-08-11,3255,VNDFA0267DB49,15848,71600
2026-08-11,3255,VNDFA0267DB49,15867,1592
2026-08-11,3258,VND0138ECB2F5,15863,299900
2026-08-11,3260,VND0E9273449A,4277390636,40694
2026-08-11,3260,VND0E9273449A,4277611522,1805
2026-08-11,3260,VND0E9273449A,5349695701,46375
2026-08-11,3260,VND0E9273449A,9366221415,15000
2026-08-11,3260,VND0E9273449A,937076948,15000
2026-08-11,3260,VND0E9273449A,9370776943,15000
2026-08-11,3260,VND0E9273449A,9370776944,15000
2026-08-11,3260,VND0E9273449A,9370776945,12500
2026-08-11,3260,VND0E9273449A,9370776946,10741
2026-08-11,3260,VND0E9273449A,9370776947,15000
2026-08-11,3260,VND0E9273449A,9370776948,15000
2026-08-11,3260,VND0E9273449A,9371399135,12500
2026-08-11,3260,VND0E9273449A,9371399140,12500
2026-08-11,3260,VND0E9273449A,CM4260402338,-22322
2026-08-11,3261,VND0E9273449A,4274492135,11455
2026-08-11,3261,VND0E9273449A,4274492148,32531
2026-08-11,3261,VND0E9273449A,4274492322,5583
2026-08-11,3261,VND0E9273449A,4274825505,4652
2026-08-11,3261,VND0E9273449A,4274825533,30314
2026-08-11,3261,VND0E9273449A,4274889058,3378
2026-08-11,3261,VND0E9273449A,4274889398,31663
2026-08-11,3261,VND0E9273449A,4275150423,5143
2026-08-11,3261,VND0E9273449A,4275150426,30422
2026-08-11,3261,VND0E9273449A,4275317320,31774
2026-08-11,3261,VND0E9273449A,4275318285,5583
2026-08-11,3261,VND0E9273449A,4275506672,4652
2026-08-11,3261,VND0E9273449A,4275506808,30314
2026-08-11,3261,VND0E9273449A,4275737456,3378
2026-08-11,3261,VND0E9273449A,4275737775,31663
2026-08-11,3261,VND0E9273449A,4275901952,5143
2026-08-11,3261,VND0E9273449A,4275901992,30422
2026-08-11,3261,VND0E9273449A,4275968660,40492
2026-08-11,3261,VND0E9273449A,4275971612,5583
2026-08-11,3261,VND0E9273449A,4276321571,4652
2026-08-11,3261,VND0E9273449A,4276321713,30314
2026-08-11,3261,VND0E9273449A,4276480134,3378
2026-08-11,3261,VND0E9273449A,4276480324,31663
2026-08-11,3261,VND0E9273449A,4276644191,5143
2026-08-11,3261,VND0E9273449A,4276644271,30422
2026-08-11,3261,VND0E9273449A,4276729243,31637
2026-08-11,3261,VND0E9273449A,4276852862,15063
2026-08-11,3261,VND0E9273449A,4276997299,4652
2026-08-11,3261,VND0E9273449A,4276997420,30314
2026-08-11,3261,VND0E9273449A,4277232856,3378
2026-08-11,3261,VND0E9273449A,4277233053,46864
2026-08-11,3261,VND0E9273449A,4277399111,5143
2026-08-11,3261,VND0E9273449A,4277399294,72226
2026-08-11,3261,VND0E9273449A,4277563213,11455
2026-08-11,3261,VND0E9273449A,4277563293,31550
2026-08-11,3261,VND0E9273449A,4277624322,15063
2026-08-11,3261,VND0E9273449A,4277624626,32750
2026-08-11,3261,VND0E9273449A,4277624771,15861
2026-08-11,3261,VND0E9273449A,9383881286,26100
2026-08-11,3262,VNDE042C76692,10882,1629268
2026-08-11,3263,VND314D47574B,105008799247,27271
2026-08-11,3263,VND314D47574B,105008799353,27125
2026-08-11,3263,VND314D47574B,105008800246,3521
2026-08-11,3263,VND314D47574B,125008708326,5802
2026-08-11,3263,VND314D47574B,125008712446,418955
2026-08-11,3263,VND314D47574B,130007592742,3387
2026-08-11,3263,VND314D47574B,130007592859,5814
2026-08-11,3263,VND314D47574B,135008650417,6156
2026-08-11,3263,VND314D47574B,140007555132,24946
2026-08-11,3263,VND314D47574B,15009755599,4388
2026-08-11,3263,VND314D47574B,165008570596,61353
2026-08-11,3263,VND314D47574B,170007511047,24939
2026-08-11,3263,VND314D47574B,180007594543,75046
2026-08-11,3263,VND314D47574B,185008677130,3387
2026-08-11,3263,VND314D47574B,185008679187,35943
2026-08-11,3263,VND314D47574B,190007714402,3387
2026-08-11,3263,VND314D47574B,190007719299,28004
2026-08-11,3263,VND314D47574B,2026547924,1461796
2026-08-11,3263,VND314D47574B,210006896490,24257
2026-08-11,3263,VND314D47574B,210006896491,13953
2026-08-11,3263,VND314D47574B,215008029711,32753
2026-08-11,3263,VND314D47574B,215008029957,9077
2026-08-11,3263,VND314D47574B,220006947798,10431
2026-08-11,3263,VND314D47574B,235007808125,79065
2026-08-11,3263,VND314D47574B,25009618279,9222
2026-08-11,3263,VND314D47574B,25009620447,251910
2026-08-11,3263,VND314D47574B,25009625745,10808
2026-08-11,3263,VND314D47574B,25009625890,21170
2026-08-11,3263,VND314D47574B,265007521436,5247
2026-08-11,3263,VND314D47574B,265007523281,23286
2026-08-11,3263,VND314D47574B,280006993874,21974
2026-08-11,3263,VND314D47574B,30010695043,3315
2026-08-11,3263,VND314D47574B,305006095021,10338
2026-08-11,3263,VND314D47574B,320005128045,69249
2026-08-11,3263,VND314D47574B,380004521166,127462
2026-08-11,3263,VND314D47574B,380004521167,18212
2026-08-11,3263,VND314D47574B,380004521168,27631
2026-08-11,3263,VND314D47574B,40010423170,17705
2026-08-11,3263,VND314D47574B,435004948921,52863101
2026-08-11,3263,VND314D47574B,435004948922,6245724
2026-08-11,3263,VND314D47574B,45009397384,3387
2026-08-11,3263,VND314D47574B,50010297708,6682
2026-08-11,3263,VND314D47574B,55009344426,17600
2026-08-11,3263,VND314D47574B,55009344428,18225
2026-08-11,3263,VND314D47574B,55009346957,11006
2026-08-11,3263,VND314D47574B,60009511188,22859
2026-08-11,3263,VND314D47574B,60009511189,36556
2026-08-11,3263,VND314D47574B,60009511190,89505
2026-08-11,3263,VND314D47574B,60009511191,104693
2026-08-11,3263,VND314D47574B,70009382983,3755
2026-08-11,3263,VND314D47574B,75009219446,3315
2026-08-11,3263,VND314D47574B,85009045208,26381
2026-08-11,3263,VND314D47574B,85009045394,11084
2026-08-11,3263,VND314D47574B,85009047242,37644
2026-08-11,3263,VND314D47574B,85009047467,217622
2026-08-11,3263,VND314D47574B,90009265451,10520
2026-08-11,3263,VND314D47574B,95008924203,732475
2026-08-11,3263,VND314D47574B,95008932915,9350
2026-08-11,3264,VND314D47574B,000131360612-7/27/26,27572
2026-08-11,3265,VND314D47574B,000205919814-7/27/26,51149
2026-08-11,3266,VND314D47574B,000207258898-7/27/26,24929
2026-08-11,3268,VNDB24DE3A5F3,60037357,25746
2026-08-11,3268,VNDB24DE3A5F3,60066581,486150
2026-08-11,3268,VNDB24DE3A5F3,60066583,241130
2026-08-11,3268,VNDB24DE3A5F3,60075631,756
2026-08-11,3268,VNDB24DE3A5F3,60082531,39468
2026-08-11,3269,VND907E03065D,043606,167300
2026-08-11,3273,VND130696B1CB,448473073001A,21801
2026-08-11,3273,VND130696B1CB,475826135001,30430
2026-08-11,3274,VND74416F155F,96861,100000
2026-08-11,3275,VND0F82AF1081,6069163389,4396
2026-08-11,3275,VND0F82AF1081,6069227206,17457
2026-08-11,3275,VND0F82AF1081,6069234061,14622
2026-08-11,3275,VND0F82AF1081,6069366592,1420
2026-08-11,3275,VND0F82AF1081,6070057906,14045
2026-08-11,3276,VND0F82AF1081,6069163384,49012
2026-08-11,3277,VNDA84BC182EE,35931,53308
2026-08-11,3279,VND94A89D9280,25500336,3525
2026-08-11,3279,VND94A89D9280,25500337,3525
2026-08-11,3280,VND9A23758C87,3050219035,13500
2026-08-11,3281,VND76BE7CF85A,12815139,100000
2026-08-11,3282,VNDEE92605660,0040316809,3000
2026-08-11,3282,VNDEE92605660,0040329922,46075
2026-08-11,3283,VNDAD36288E2C,1287002,6600
2026-08-11,3284,VNDBFC0B28F1A,853911680,399601
2026-08-11,3284,VNDBFC0B28F1A,853926782,96892
2026-08-11,3285,VNDE9006C6230,026045666,19834
2026-08-11,3285,VNDE9006C6230,026045667,71068
2026-08-11,3285,VNDE9006C6230,026046093,11672
2026-08-11,3285,VNDE9006C6230,026046094,11672
2026-08-11,3285,VNDE9006C6230,026046095,6752
2026-08-11,3285,VNDE9006C6230,026046096,3802
2026-08-11,3285,VNDE9006C6230,026046097,3802
2026-08-11,3285,VNDE9006C6230,026046098,24235
2026-08-11,3286,VND291E1E6078,28400,15288
2026-08-11,3286,VND291E1E6078,28418,23010
2026-08-11,3286,VND291E1E6078,28424,30420
2026-08-11,3286,VND291E1E6078,28441,31200
2026-08-11,3286,VND291E1E6078,28447,39156
2026-08-11,3286,VND291E1E6078,28470,65130
2026-08-11,3286,VND291E1E6078,28531,16538
2026-08-11,3286,VND291E1E6078,28544,233688
2026-08-11,3286,VND291E1E6078,28548,137280
2026-08-11,3286,VND291E1E6078,28555,38844
2026-08-11,3286,VND291E1E6078,28558,36270
2026-08-11,3287,VND8AA7C5834A,835410077-2,4560
2026-08-11,3288,VND6A8F32B4F0,9-400-55630,1034
2026-08-11,3289,VND3202C9608E,0820-002245275,20156
2026-08-11,3289,VND3202C9608E,0820-002245276,21358
2026-08-11,3289,VND3202C9608E,0820-002245866,451070
2026-08-11,3289,VND3202C9608E,0820-002245948,213724
2026-08-11,3289,VND3202C9608E,0820-002246235,286840
2026-08-11,3289,VND3202C9608E,0820-002246269,117804
2026-08-11,3289,VND3202C9608E,0820-002247101,158606
2026-08-11,3289,VND3202C9608E,0820-002247102,158606
2026-08-11,3289,VND3202C9608E,0820-002247111,1480184
2026-08-11,3290,VND3202C9608E,0820-002243782,16713
2026-08-11,3291,VNDB13CA932DA,71826,53228
2026-08-11,3293,VND13E76BDE84,529-81637320,54950
2026-08-11,3293,VND13E76BDE84,6069163389,4396
2026-08-11,3294,VND6DAAB8EFB4,N23722,3600
2026-08-11,3295,VND6DAAB8EFB4,N23724,3600
2026-08-11,3296,VNDF4E569FC53,1410424,1800
2026-08-11,3296,VNDF4E569FC53,1410787,5345
2026-08-11,3298,VNDB41C7DE31B,0015711067853801 726,11999
2026-08-11,3298,VNDB41C7DE31B,015711067851101 0726,11999
2026-08-11,3298,VNDB41C7DE31B,015711072235801 0726,537480
2026-08-11,3298,VNDB41C7DE31B,015711075048701 0726,436495
2026-08-11,3298,VNDB41C7DE31B,015711081758301 0726,15113
2026-08-11,3298,VNDB41C7DE31B,015711083579501 0726,5627
2026-08-11,3298,VNDB41C7DE31B,015711092332301 0726,40864
2026-08-11,3298,VNDB41C7DE31B,015711093052501 0726,15408
2026-08-11,3298,VNDB41C7DE31B,015711095180301 0726,12500
2026-08-11,3298,VNDB41C7DE31B,015711097904301 0726,19042
2026-08-11,3298,VNDB41C7DE31B,07262026,19007
2026-08-11,3299,VNDB41C7DE31B,015713082156501 0726,8995
2026-08-11,3300,VNDB41C7DE31B,015711088901801 0726,37698
2026-08-11,3301,VNDB41C7DE31B,015711083766401-0726,93105
2026-08-11,3302,VND10B4684522,257857-01,48000
2026-08-11,3303,VNDB08E066BB4,1800260904,32000
2026-08-11,3304,VNDB08E066BB4,1800259785,18000
2026-08-11,3305,VND0448DA64D8,1541108,4749
2026-08-11,3306,VND506093857D,B7268328,10781
2026-08-11,3306,VND506093857D,B7268329,14360
2026-08-11,3306,VND506093857D,B7268630,47376
2026-08-11,3306,VND506093857D,B7268631,70047
2026-08-11,3306,VND506093857D,B7268634,93202
2026-08-11,3306,VND506093857D,B7268653,92766
2026-08-11,3306,VND506093857D,B7268654,203426
2026-08-11,3306,VND506093857D,B7268656,144425
2026-08-11,3306,VND506093857D,B7268658,6711
2026-08-11,3306,VND506093857D,B7268680,56989
2026-08-11,3306,VND506093857D,B7268685,178877
2026-08-11,3306,VND506093857D,B7268711,19668
2026-08-11,3306,VND506093857D,B7268730,154293
2026-08-11,3306,VND506093857D,B7268735,97084
2026-08-11,3306,VND506093857D,B7268742,131451
2026-08-11,3306,VND506093857D,B7268746,9168
2026-08-11,3306,VND506093857D,B7268747,6048
2026-08-11,3306,VND506093857D,B7268768,58043
2026-08-11,3306,VND506093857D,B7268769,31210
2026-08-11,3306,VND506093857D,B7268770,12904
2026-08-11,3306,VND506093857D,B7268771,3502
2026-08-11,3306,VND506093857D,B7268817,4342
2026-08-11,3306,VND506093857D,B7268830,70661
2026-08-11,3306,VND506093857D,B7268849,8728
2026-08-11,3306,VND506093857D,B7268878,41029
2026-08-11,3306,VND506093857D,B7268993,11744
2026-08-11,3306,VND506093857D,B7269005,323101
2026-08-11,3306,VND506093857D,B7269009,5744
2026-08-11,3306,VND506093857D,B7269024,467753
2026-08-11,3306,VND506093857D,B7269074,12187
2026-08-11,3306,VND506093857D,B7273456,114860
2026-08-11,3306,VND506093857D,B7273460,147627
2026-08-11,3306,VND506093857D,B7273464,19596
2026-08-11,3306,VND506093857D,B7273469,3744
2026-08-11,3306,VND506093857D,B7273470,10055
2026-08-11,3306,VND506093857D,B7274081,36724
2026-08-11,3306,VND506093857D,B7274082,1739
2026-08-11,3306,VND506093857D,B7274084,33003
2026-08-11,3306,VND506093857D,B7274088,16807
2026-08-11,3306,VND506093857D,B7274089,5223
2026-08-11,3306,VND506093857D,B7274095,68592
2026-08-11,3306,VND506093857D,B7274096,21215
2026-08-11,3306,VND506093857D,B7274097,5845
2026-08-11,3306,VND506093857D,B7274103,12010
2026-08-11,3306,VND506093857D,B7274104,4158
2026-08-11,3306,VND506093857D,B7274107,74001
2026-08-11,3306,VND506093857D,B7274108,8508
2026-08-11,3306,VND506093857D,B7274109,10691
2026-08-11,3306,VND506093857D,B7278890,40535
2026-08-11,3306,VND506093857D,B7284227,379479
2026-08-11,3306,VND506093857D,B7284232,22451
2026-08-11,3306,VND506093857D,B7284234,12584
2026-08-11,3306,VND506093857D,B7284508,346581
2026-08-11,3306,VND506093857D,B7284513,18110
2026-08-11,3307,VND9B57336C00,206843,4328157
2026-08-11,3309,VND0E1E8082FA,4759245,25389
2026-08-11,3310,VND9E92E9E31B,85289,10000
2026-08-11,3311,VNDE53A84EBC0,4129-1TR,100000
2026-08-11,3312,VND596C9A1C7E,241450f,39137
2026-08-11,3313,VND21A3B8AD24,17174,760000
2026-08-11,3313,VND21A3B8AD24,17176,29250
2026-08-11,3313,VND21A3B8AD24,17177,40000
2026-08-11,3313,VND21A3B8AD24,17178,132573
2026-08-11,3313,VND21A3B8AD24,17179,173700
2026-08-11,3314,VND091D0AAA42,38078525REV,793
2026-08-11,3314,VND091D0AAA42,42702660,10920
2026-08-11,3315,VND091D0AAA42,42702682,24546
2026-08-11,3316,VND330D20593D,0080141805,10300
2026-08-11,3317,VNDC784BA22B7,104424218,40259
2026-08-11,3318,VND6C133B6E38,55P1836288,19925
2026-08-11,3318,VND6C133B6E38,55P1842720,8180
2026-08-11,3318,VND6C133B6E38,55P1842721,47444
2026-08-11,3318,VND6C133B6E38,55P1842724,19975
2026-08-11,3318,VND6C133B6E38,55P1842725,19975
2026-08-11,3318,VND6C133B6E38,55P1842726,19974
2026-08-11,3318,VND6C133B6E38,55P1842729,76961
2026-08-11,3318,VND6C133B6E38,55P1843118,34686
2026-08-11,3318,VND6C133B6E38,55p1842728,18335
2026-08-11,3319,VND1A66F6F6AF,6070440,102240
2026-08-11,3320,VNDA611ACF110,SI-1032816,5300
2026-08-11,3321,VND88C8FBD246,LTAP-RS#11,3500
2026-08-11,3322,VND87113238FA,25938437,5911
2026-08-11,3322,VND87113238FA,25966740,3430
2026-08-11,3324,VND6D0FBDBD42,1020835,306472
2026-08-11,3324,VND6D0FBDBD42,1020838,208972
2026-08-11,3324,VND6D0FBDBD42,1021384,1253832
2026-08-11,3324,VND6D0FBDBD42,1021851,835888
2026-08-11,3324,VND6D0FBDBD42,1022959,208972
2026-08-11,3328,VND9DFD086314,109931,67808
2026-08-11,3329,VND324ABD3BF8,260504-020A,599500
2026-08-11,3330,VND324ABD3BF8,260302.009A,599500
2026-08-11,3331,VNDDA326533DE,037007236408/05,5154
2026-08-11,3332,VND843CDACF9C,B069068,13300
2026-08-11,3333,VND20CFB29E04,080426EVANG,10000
2026-08-11,3334,VND83EB49AFC7,2026-399,10000
2026-08-11,3335,VND63FC3F64CF,284885,80106
2026-08-11,3335,VND63FC3F64CF,285116,19670
2026-08-11,3335,VND63FC3F64CF,285144,9449
2026-08-11,3335,VND63FC3F64CF,285221,881
2026-08-11,3336,VND4BD8C9A136,3341,318600
2026-08-11,3337,VNDBC6BCC4E19,07272026LMCKNEELY,6050
2026-08-11,3338,VND1CDC5A7959,010101625000801 0826,70056
2026-08-11,3338,VND1CDC5A7959,010112034000802 726,22067
2026-08-11,3338,VND1CDC5A7959,010112034005301 726,4301
2026-08-11,3338,VND1CDC5A7959,010116007001202 0726,3163
2026-08-11,3338,VND1CDC5A7959,010116007001302 0726,3163
2026-08-11,3338,VND1CDC5A7959,010116007001601 0726,3017
2026-08-11,3338,VND1CDC5A7959,010116007001701 0726,3163
2026-08-11,3338,VND1CDC5A7959,010116008002402 0726,3370
2026-08-11,3338,VND1CDC5A7959,010116009001201 0726,68730
2026-08-11,3338,VND1CDC5A7959,010116009001501 0726,1234
2026-08-11,3338,VND1CDC5A7959,010116009001702 0726,581213
2026-08-11,3338,VND1CDC5A7959,010116009002301 0726,15465
2026-08-11,3338,VND1CDC5A7959,010116009002601 0726,6458
2026-08-11,3338,VND1CDC5A7959,010116010002302 0726,3370
2026-08-11,3338,VND1CDC5A7959,010116012001804 0726,3370
2026-08-11,3338,VND1CDC5A7959,010116012001902 0726,3370
2026-08-11,3338,VND1CDC5A7959,010116012902607 0726,5119
2026-08-11,3338,VND1CDC5A7959,010116012902705 0726,4355
2026-08-11,3338,VND1CDC5A7959,010116041004302 0726,30453
2026-08-11,3338,VND1CDC5A7959,010116076006301 0726,3385
2026-08-11,3338,VND1CDC5A7959,010117013002302 0726,3370
2026-08-11,3338,VND1CDC5A7959,010117013002502 0726,3370
2026-08-11,3338,VND1CDC5A7959,010117013002602 0726,3370
2026-08-11,3338,VND1CDC5A7959,010117018002703 0726,3370
2026-08-11,3338,VND1CDC5A7959,010117024000502 726,16218
2026-08-11,3338,VND1CDC5A7959,010117043002702 0726,3163
2026-08-11,3338,VND1CDC5A7959,010117077062502 0726,10567
2026-08-11,3338,VND1CDC5A7959,010118005009502 0726,3017
2026-08-11,3338,VND1CDC5A7959,010118016001901 0726,259881
2026-08-11,3338,VND1CDC5A7959,010118016002803 0726,6232
2026-08-11,3338,VND1CDC5A7959,010118016003202 0726,1180
2026-08-11,3338,VND1CDC5A7959,010118021000602 0726,18786
2026-08-11,3338,VND1CDC5A7959,010118021002303 0726,18817
2026-08-11,3338,VND1CDC5A7959,010118068007301 0726,15481
2026-08-11,3338,VND1CDC5A7959,010118068008101 0726,3027
2026-08-11,3338,VND1CDC5A7959,010118068010602 0726,3017
2026-08-11,3338,VND1CDC5A7959,010118068010702 0726,3017
2026-08-11,3338,VND1CDC5A7959,010119122005001 0726,2911
2026-08-11,3338,VND1CDC5A7959,010119164009302 0726,1180
2026-08-11,3338,VND1CDC5A7959,010119164014002 0726,10578
2026-08-11,3338,VND1CDC5A7959,010119381082001 0726,1180
2026-08-11,3338,VND1CDC5A7959,010119381090202 0726,3017
2026-08-11,3338,VND1CDC5A7959,010119381092202 0726,8700
2026-08-11,3338,VND1CDC5A7959,010119381093302 0726,3017
2026-08-11,3338,VND1CDC5A7959,010119381146002 0726,4378
2026-08-11,3338,VND1CDC5A7959,010119381692003 0726,1180
2026-08-11,3338,VND1CDC5A7959,010119383010901 0726,1183
2026-08-11,3338,VND1CDC5A7959,010119383011902 0726,1180
2026-08-11,3338,VND1CDC5A7959,010119422042102 0726,1180
2026-08-11,3338,VND1CDC5A7959,010119422053002 0726,1202
2026-08-11,3339,VNDF384EA7B9B,508923445,48600
2026-08-11,3340,VND1A33628867,544721,49925
2026-08-11,3341,VND1A33628867,544115,49925
2026-08-11,3342,VND1FC3787911,8014949574,53339
2026-08-11,3343,VND192E49B381,19182968,204692
2026-08-11,3343,VND192E49B381,19182979,799200
2026-08-11,3343,VND192E49B381,19182984,399314
2026-08-11,3343,VND192E49B381,19182999,590500
2026-08-11,3343,VND192E49B381,19183034,50200
2026-08-11,3343,VND192E49B381,19183113,104200
2026-08-11,3343,VND192E49B381,19183123,337400
2026-08-11,3343,VND192E49B381,19183170,242748
2026-08-11,3343,VND192E49B381,19183258,134600
2026-08-11,3344,VND35AC20E27D,CBR080326,57000
2026-08-11,3345,VND42EFDCDA16,287025811129X080226,22875
2026-08-11,3345,VND42EFDCDA16,822254906X07272026,46412
2026-08-11,3345,VND42EFDCDA16,877469808x08022026,9028
2026-08-11,3346,VNDB7D4F2F76E,3000705354 0826,14958
2026-08-11,3346,VNDB7D4F2F76E,3002725187 07/26,5150
2026-08-11,3347,VND1EF1BBAD86,12013,64000
2026-08-11,3348,VND3381FE26A4,264973353-001,266437
2026-08-11,3348,VND3381FE26A4,265203104-001,172914
2026-08-11,3351,VND4D06D2B5A2,57384,150000
2026-08-11,3354,VNDF6F6D7C9DA,61996,5800
2026-08-11,3357,VND2107EBF7A3,478692,143400
2026-08-11,3358,VNDCEC2E6B4A3,9026740899,196120
2026-08-11,3359,VND960417E8F8,EBRS-0112,216000
2026-08-11,3360,VND960417E8F8,EBRS-0113,44000
2026-08-11,3361,VND810814517B,7550,82070
2026-08-11,3363,VND933DE78474,623286288,17689
2026-08-11,3366,VND8937A31C6C,211092502,365428
2026-08-11,3367,VND5ECE206ED8,56777,3651250
2026-08-11,3368,VNDAF0E6FF656,106563,57986
2026-08-11,3368,VNDAF0E6FF656,106571,10855
2026-08-11,3368,VNDAF0E6FF656,106575,10855
2026-08-11,3368,VNDAF0E6FF656,106577,10855
2026-08-11,3368,VNDAF0E6FF656,106582,10855
2026-08-11,3368,VNDAF0E6FF656,106622,18088
2026-08-11,3368,VNDAF0E6FF656,106679,14445
2026-08-11,3368,VNDAF0E6FF656,107438,10855
2026-08-11,3369,VND9E190E80D7,LA062231636,10591
2026-08-11,3369,VND9E190E80D7,LA062231835,11341
2026-08-11,3370,VNDAC919A9D82,7/31/2026,323767
2026-08-11,3374,VND8AF07BEFC7,2172819,496000
2026-08-11,3376,VND2D6C740852,Draw 590,284244
2026-08-11,3376,VND2D6C740852,Draw 594,448791
2026-08-11,3376,VND2D6C740852,Draw 595,309798
2026-08-11,3376,VND2D6C740852,Draw 596,133818
2026-08-11,3376,VND2D6C740852,Draw 597,95248
2026-08-11,3376,VND2D6C740852,Draw 598,145548
2026-08-11,3376,VND2D6C740852,Draw 599,165940
2026-08-11,3376,VND2D6C740852,Draw 600,154503
2026-08-11,3376,VND2D6C740852,Draw 601,174878
2026-08-11,3376,VND2D6C740852,Draw 602,85232
2026-08-11,3378,VND17EFA4CC4F,0016,475000
2026-08-11,3379,VND17EFA4CC4F,0014,232222
2026-08-11,3381,VND5F7CD0BCD8,1200056,60368
2026-08-11,3381,VND5F7CD0BCD8,1200102,34509
2026-08-11,3382,VND38EA8D1BB8,CEDMS/ST/8.01.2026,30000
2026-08-11,3385,VNDEF74E14DA1,Draw 560,312236
2026-08-11,3386,VND69DFA54E4A,CF26-0753A,45000
2026-08-11,3387,VND7AB9683018,CBR 26-13,1209092
2026-08-11,3387,VND7AB9683018,CBR 26-14,3031818
2026-08-11,3388,VNDE8A506A719,14955,308353
2026-08-11,3388,VNDE8A506A719,Inv14883,21250
2026-08-11,3389,VND37A077D923,27CE-006,21458333
2026-08-11,3389,VND37A077D923,27CE-008,2816667
2026-08-11,3390,VNDD8A8343028,IN00005089,205200
2026-08-11,3391,VNDE23BCC2461,17083,3335660
2026-08-11,3391,VNDE23BCC2461,17123,128400
2026-08-11,3391,VNDE23BCC2461,17124,389250
2026-08-11,3392,VNDCC7F2B2BBA,Draw 577,789800
2026-08-11,3392,VNDCC7F2B2BBA,Draw 586,419427
2026-08-11,3393,VNDCC7F2B2BBA,Draw 508,585000
2026-08-11,3394,VND9E12B58B13,6356753,32783
2026-08-11,3394,VND9E12B58B13,6697460,26587
2026-08-11,3395,VND7EE1794FF3,INV29720,6300
2026-08-11,3396,VNDA6A1EB0967,Draw 402,454605
2026-08-11,3397,VNDA4E0964AF6,610475,60200
2026-08-11,3397,VNDA4E0964AF6,610509,74125
2026-08-11,3397,VNDA4E0964AF6,610612,30100
2026-08-11,3397,VNDA4E0964AF6,610858,192600
2026-08-11,3397,VNDA4E0964AF6,610859,102863
2026-08-11,3397,VNDA4E0964AF6,610952,321000
2026-08-11,3397,VNDA4E0964AF6,611301,128250
2026-08-11,3397,VNDA4E0964AF6,K10676,29650
2026-08-11,3398,VND8E1772E197,68710,73891
2026-08-11,3399,VND4CE022C8E8,89095,67500
2026-08-11,3399,VND4CE022C8E8,89095-2,154500
2026-08-11,3400,VNDA3D2473AEC,4515414600 07/26,2700
2026-08-11,3401,VND25873D1268,26163-3,17575
2026-08-11,3401,VND25873D1268,26164-3,50950
2026-08-11,3402,VND3D29FB49E4,60-0078/1002425 626,4583
2026-08-11,3403,VND6EA0D785D1,114694575,491697
2026-08-11,3403,VND6EA0D785D1,114694816,489640
2026-08-11,3403,VND6EA0D785D1,114695849,172790
2026-08-11,3403,VND6EA0D785D1,114696160,494794
2026-08-11,3403,VND6EA0D785D1,114696453,470255
2026-08-11,3403,VND6EA0D785D1,114696548,158133
2026-08-11,3403,VND6EA0D785D1,114701781,493344
2026-08-11,3403,VND6EA0D785D1,114701874,156406
2026-08-11,3404,VNDAF742FEAD1,260700414101,6180
2026-08-11,3405,VND777AAA6B69,144T-C37C-HLVR,3599
2026-08-11,3405,VND777AAA6B69,14N4-YPKJ-4LD6,13096
2026-08-11,3405,VND777AAA6B69,17HJ-6KHW-LH6D,7390
2026-08-11,3405,VND777AAA6B69,17L1-639Y-CY6F,17964
2026-08-11,3405,VND777AAA6B69,19R6-XJCR-HP4W,2478
2026-08-11,3405,VND777AAA6B69,1DC6-QWMH-HYWL,1936
2026-08-11,3405,VND777AAA6B69,1DN4-4Q19-3K9C,3936
2026-08-11,3405,VND777AAA6B69,1DWQ-74RY-746N,6098
2026-08-11,3405,VND777AAA6B69,1GNM-D9ND-FGJH,948
2026-08-11,3405,VND777AAA6B69,1JT6-VHLF-4FT4,4799
2026-08-11,3405,VND777AAA6B69,1LWX-47PJ-M1YH,2488
2026-08-11,3405,VND777AAA6B69,1N7L-GLPJ-7H99,10813
2026-08-11,3405,VND777AAA6B69,1X7M-JJYW-G7TH,9145
2026-08-11,3406,VND9B13ED7EEC,234224,284334
2026-08-11,3407,VNDFE7BCFF82B,38177,280811
2026-08-11,3407,VNDFE7BCFF82B,38195,68000
2026-08-11,3407,VNDFE7BCFF82B,38198,56040
2026-08-11,3408,VND60D2FC1AA4,11997140,896
2026-08-11,3409,VNDA537B98D49,ATHL-2009,500000
2026-08-11,3410,VNDBBA3F59362,26800-072L,164000
2026-08-11,3410,VNDBBA3F59362,26800-074L,164000
2026-08-11,3411,VND9D61E9CC36,3027,17500
2026-08-11,3411,VND9D61E9CC36,3180,17500
2026-08-11,3411,VND9D61E9CC36,3884,8750
2026-08-11,3411,VND9D61E9CC36,4592,104500
2026-08-11,3411,VND9D61E9CC36,4864,8750
2026-08-11,3411,VND9D61E9CC36,4875,8750
2026-08-11,3411,VND9D61E9CC36,4887,8750
2026-08-11,3411,VND9D61E9CC36,4890,8750
2026-08-11,3411,VND9D61E9CC36,4898,8750
2026-08-11,3411,VND9D61E9CC36,4908,8750
2026-08-11,3411,VND9D61E9CC36,4913,8750
2026-08-11,3411,VND9D61E9CC36,4921,8750
2026-08-11,3411,VND9D61E9CC36,4922,8750
2026-08-11,3411,VND9D61E9CC36,4923,8750
